x0	y0	z0	x1	y1	z1	
-1.6118685994297266	-0.9183603525161743	2.4609838612377644	-1.4963695406913757	-1.782268425449729	3.352944040670991	
-1.6118685994297266	-0.9183603525161743	2.4609838612377644	-0.4198735859245062	0.10402792133390903	3.1823866069316864	
-1.6118685994297266	-0.9183603525161743	2.4609838612377644	-0.6217657029628754	-2.4469827115535736	3.049026532098651	
-1.6118685994297266	-0.9183603525161743	2.4609838612377644	-0.6519393250346184	-1.9234461896121502	1.00012824870646	
-1.6118685994297266	-0.9183603525161743	2.4609838612377644	-3.3335267659276724	-0.044551268219947815	3.238978199660778	
2.2148179821670055	2.300368482246995	-0.6285950262099504	2.0062875282019377	3.25441206805408	0.28460764326155186	
2.2148179821670055	2.300368482246995	-0.6285950262099504	1.8470213375985622	1.8447126261889935	0.7268523424863815	
2.2148179821670055	2.300368482246995	-0.6285950262099504	3.593190871179104	1.4006310980767012	-1.656701797619462	
2.2148179821670055	2.300368482246995	-0.6285950262099504	1.1457478255033493	3.758202474564314	-1.3818323519080877	
2.894911579787731	-4.765052404254675	4.602890871465206	3.5271114762872458	-2.97960109077394	2.8351589757949114	
2.894911579787731	-4.765052404254675	4.602890871465206	0.6494544912129641	-2.7531888894736767	4.109105719253421	
2.894911579787731	-4.765052404254675	4.602890871465206	-0.1430281437933445	-4.66647544875741	4.008433921262622	
-3.590790359303355	3.305224357172847	-3.5452674608677626	-3.832948748022318	4.458456942811608	-4.857253301888704	
-3.590790359303355	3.305224357172847	-3.5452674608677626	-2.8113359212875366	1.5998083911836147	-3.088383860886097	
-4.690055074170232	-2.566880788654089	-2.0596461091190577	-3.6705760192126036	-1.0693739634007215	-0.3104295115917921	
4.135772902518511	4.251622138544917	1.0812154226005077	4.754545176401734	3.4930872917175293	1.5204074885696173	
4.135772902518511	4.251622138544917	1.0812154226005077	3.427696917206049	4.14208416827023	-0.11641138233244419	
4.135772902518511	4.251622138544917	1.0812154226005077	3.1279312912374735	2.90657133795321	2.391342790797353	
4.135772902518511	4.251622138544917	1.0812154226005077	4.926085416227579	4.728601910173893	-0.9816234838217497	
4.135772902518511	4.251622138544917	1.0812154226005077	3.7155367992818356	4.3863435089588165	3.432989176362753	
1.0667632520198822	-1.8665891885757446	-4.938938906416297	1.835890682414174	-2.525283209979534	-4.39061937853694	
1.0667632520198822	-1.8665891885757446	-4.938938906416297	-0.3232153970748186	-1.202026717364788	-4.4438309874385595	
1.0667632520198822	-1.8665891885757446	-4.938938906416297	0.28746110387146473	-3.266830248758197	-4.208621978759766	
